ips,ips_both_percent,ips_both,mcc,mcc_100k,mcc_200k,date
5633.0,34.61743298420025,1950.0,0.31677629999161105,-6.03886844026237e-06,-8.540349075092452e-06,2021-08-01
6727.0,32.91214508696299,2214.0,0.3235179979644449,-6.143443268463628e-06,1.8111366987987267e-05,2021-08-02
6962.0,35.00430910657857,2437.0,0.3612142337632528,-5.953430968325327e-06,1.923543609890253e-05,2021-08-03
6538.0,35.9131232792903,2348.0,0.33961423398524543,-6.295543324233758e-06,-8.903346403072685e-06,2021-08-04
7311.0,30.31049104089728,2216.0,0.36131632799952296,-5.281260917618091e-06,-7.4689177681995295e-06,2021-08-05
5145.0,39.902818270165206,2053.0,0.34987845196776746,-6.023138121753042e-06,-8.518102786328902e-06,2021-08-06
6692.0,20.517035265989243,1373.0,0.30067187561665065,-4.110018357058296e-06,-5.812511370612733e-06,2021-08-07
3116.0,45.025673940949936,1403.0,0.3438151022583349,-5.382427010636064e-06,-7.611989894618984e-06,2021-08-08
5344.0,31.979790419161674,1709.0,0.32890925592653064,3.925783912026582e-05,-7.401106677156126e-06,2021-08-09
5052.0,28.859857482185276,1458.0,0.3467296944961417,-4.355911423400148e-06,-6.160260728370703e-06,2021-08-10
3500.0,45.714285714285715,1600.0,0.327174359684446,3.216975082959518e-05,-8.60737279995162e-06,2021-08-11
6833.0,39.411678618469196,2693.0,0.32311256100992436,-7.423688378305483e-06,-1.0498803012852226e-05,2021-08-12
10166.0,35.303954357662796,3589.0,0.35126301172831126,2.3745042657827964e-05,-1.05518547957559e-05,2021-08-13
10269.0,35.40753724802805,3636.0,0.3630220175155555,2.4717589455578526e-05,-1.0291763775700594e-05,2021-08-14
9769.0,32.9511720749309,3219.0,0.3585645308021486,-6.687622524102197e-06,-9.457836580319077e-06,2021-08-15
8250.0,40.29090909090909,3324.0,0.3678026691498557,2.4456570917777265e-05,-1.0360538890280873e-05,2021-08-16
9900.0,34.686868686868685,3434.0,0.349328231873822,2.4733678405253952e-05,1.2345780898665507e-05,2021-08-17
9761.0,29.53590820612642,2883.0,0.34618947901347114,3.1310375600931586e-05,-8.777016815910071e-06,2021-08-18
7105.0,41.238564391273755,2930.0,0.3591374328977154,2.554611244022731e-05,-1.0078321676447195e-05,2021-08-19
9368.0,28.71477369769428,2690.0,0.35870987325343273,3.511047956911111e-05,-8.06768841242081e-06,2021-08-20
6003.0,44.76095285690488,2687.0,0.36310912654325705,2.6077922713456143e-05,-9.945115270762225e-06,2021-08-21
9122.0,39.333479500109625,3588.0,0.3632750433150948,2.2965828168770792e-05,-1.0767993822052197e-05,2021-08-22
10694.0,35.75836917897887,3824.0,0.3618192646863615,2.341734427093604e-05,-1.064189433850703e-05,2021-08-23
10445.0,33.96840593585447,3548.0,0.33943880508344876,2.3389749009983518e-05,1.1214476203563972e-05,2021-08-24
10460.0,32.92543021032505,3444.0,0.34087305011303437,2.4737703351790737e-05,-1.0286494876372114e-05,2021-08-25
9759.0,34.296546777333745,3347.0,0.359882730677162,2.6658770442320074e-05,-9.80291360331872e-06,2021-08-26
8863.0,36.409793523637596,3227.0,0.3526816975237673,-7.155972908128573e-06,-1.0120191756357725e-05,2021-08-27
9446.0,33.46390006351895,3161.0,0.3546296717141867,2.772858179144874e-05,-9.549676057005426e-06,2021-08-28
8411.0,36.452264891213886,3066.0,0.3562318639902292,2.6787327637385358e-05,-9.771895216465048e-06,2021-08-29
8807.0,37.61780401952992,3313.0,0.35146462532337,2.408787063568905e-05,-1.0458967161742616e-05,2021-08-30
10089.0,34.631777183070675,3494.0,0.33955145403841686,2.3325560272367428e-05,-1.0667335131122448e-05,2021-08-31
10495.0,32.87279656979514,3450.0,0.35466565562925195,2.6312966399554844e-05,-9.887164142509694e-06,2021-09-01
9016.0,33.22981366459628,2996.0,0.3568270116080959,-6.510590885929805e-06,-9.207473121963824e-06,2021-09-02
7819.0,39.736539199386115,3107.0,0.35324666592331,-7.323701710113696e-06,1.2123292398196629e-05,2021-09-03
9894.0,33.86901152213463,3351.0,0.33176916866240147,2.366617897745727e-05,-1.0573411160386347e-05,2021-09-04
10311.0,34.128600523712535,3519.0,0.34219831638230996,2.3769538318835907e-05,1.1535210576116962e-05,2021-09-05
10256.0,35.21840873634945,3612.0,0.32376991641050146,2.0596051254896537e-05,8.828498320228835e-06,2021-09-06
12135.0,31.709929954676557,3848.0,0.32750500580030334,2.179598492219986e-05,-1.1106045925837955e-05,2021-09-07
11376.0,32.340014064697606,3679.0,0.34455276958896824,2.4217530214450292e-05,-1.042418093706303e-05,2021-09-08
10022.0,36.81899820395131,3690.0,0.3477138304810817,5.185878946579686e-05,1.0056574193265478e-05,2021-09-09
11237.0,29.27827712022782,3290.0,0.3520032843517181,2.9374190571642827e-05,-9.180939459841668e-06,2021-09-10
7774.0,40.764085412914845,3169.0,0.3471693457253338,2.292303240735477e-05,1.0819185340540979e-05,2021-09-11
10718.0,28.913976488150773,3099.0,0.3486581577347323,-6.321323663629685e-06,-8.939805733141628e-06,2021-09-12
7371.0,34.676434676434674,2556.0,0.3054617130944337,2.527038526782337e-05,-1.0148543371409592e-05,2021-09-13
9499.0,35.68796715443731,3390.0,0.32621013871234866,2.1807527575745084e-05,-1.1102628464577091e-05,2021-09-14
11369.0,33.01081889348227,3753.0,0.3331085551670419,2.2148001244186488e-05,-1.100256765475332e-05,2021-09-15
11165.0,31.679355127630988,3537.0,0.34140840378427045,2.5034489765593605e-05,1.2597633922598262e-05,2021-09-16
9613.0,34.78622698429211,3344.0,0.34988674404918385,2.526412975330475e-05,-1.0150145811629057e-05,2021-09-17
9502.0,37.54998947589981,3568.0,0.36681862755318995,5.6035801118066146e-05,-1.0390321807185778e-05,2021-09-18
9957.0,36.918750627699104,3676.0,0.34996112210805397,2.2290542918970938e-05,-1.096110065089228e-05,2021-09-19
11081.0,35.04196372168577,3883.0,0.36169162245919007,2.3498589526602635e-05,-1.0619456024500638e-05,2021-09-20
10401.0,34.74665897509855,3614.0,0.34674897264985244,2.341918579266433e-05,-1.0641384902260824e-05,2021-09-21
10444.0,34.36422826503255,3589.0,0.3488227356919334,2.399758662944998e-05,-1.0483300550957983e-05,2021-09-22
10136.0,26.983030781373323,2735.0,0.33736570881542566,3.3343283781909615e-05,-8.38467867366043e-06,2021-09-23
6484.0,35.41024059222702,2296.0,0.3388694484657129,-6.195287505610487e-06,-8.761561614036909e-06,2021-09-24
7080.0,37.09039548022599,2626.0,0.3330083007365705,6.058578526737048e-05,-9.75857143994375e-06,2021-09-25
8783.0,37.97108049641353,3335.0,0.35564135844653266,2.4236979817485065e-05,-1.0418979002196396e-05,2021-09-26
10012.0,38.36396324410707,3841.0,0.36138464470580656,2.1950090461897787e-05,-1.1060556335521165e-05,2021-09-27
11283.0,33.049720818931135,3729.0,0.3560229821536312,2.481033840270721e-05,-1.0267504451128986e-05,2021-09-28
9723.0,35.698858377044125,3471.0,0.35267881719758587,-7.348825916845377e-06,-1.0392930271994584e-05,2021-09-29
9962.0,35.02308773338687,3489.0,0.362091248725466,-7.108086097816069e-06,-1.0052468791338137e-05,2021-09-30
9320.0,38.047210300429185,3546.0,0.3765122957354396,2.5232891203619445e-05,1.276347908882923e-05,2021-10-01
9517.0,33.49795103499002,3188.0,0.39484055352117353,3.2114684083747146e-05,-8.618073385776539e-06,2021-10-02
6850.0,44.277372262773724,3033.0,0.3537903154450576,-7.6264824439076675e-06,1.0802579697902419e-05,2021-10-03
10729.0,35.884052567806876,3850.0,0.3724343049451041,2.433852995260529e-05,-1.0391886964641798e-05,2021-10-04
9960.0,33.64457831325301,3351.0,0.341451958252165,2.4917919614027634e-05,-1.0239482229974632e-05,2021-10-05
9670.0,35.72905894519131,3455.0,0.35162577031545805,-7.356935966694577e-06,-1.0404399748008074e-05,2021-10-06
9984.0,36.30809294871795,3625.0,0.3569297057083448,2.36287722080831e-05,-1.0583660664284426e-05,2021-10-07
10331.0,35.68870390088084,3687.0,0.36527309498867305,5.637548263487427e-05,-1.034063595632961e-05,2021-10-08
9862.0,34.58730480632732,3411.0,0.37014410935228903,2.7245988018719283e-05,-9.662546741047262e-06,2021-10-09
8611.0,39.54244570897689,3405.0,0.38577724364400046,2.624384966497976e-05,-9.904147196628384e-06,2021-10-10
9047.0,37.891013595667076,3428.0,0.37784531469492927,-7.022919670801114e-06,-9.932023872999547e-06,2021-10-11
9098.0,37.38184216311277,3401.0,0.3464354369648889,-7.577992048302613e-06,-1.0717023896167066e-05,2021-10-12
10593.0,31.3792126876239,3324.0,0.35275725871538083,2.7799830004763246e-05,1.4891077727420722e-05,2021-10-13
8382.0,38.98830827964686,3268.0,0.354931918860245,-7.404677666243496e-06,-1.0471917493028256e-05,2021-10-14
10114.0,36.642278030452836,3706.0,0.3734859590855057,5.68367912402075e-05,-1.0273838493178e-05,2021-10-15
9735.0,37.750385208012325,3675.0,0.36727001671401716,2.371494973396909e-05,-1.056007193282236e-05,2021-10-16
10285.0,38.75546912980068,3986.0,0.38203972553399346,2.3163586607180408e-05,-1.0712470253522723e-05,2021-10-17
10584.0,37.87792894935752,4009.0,0.37181682389660453,2.2456895672445364e-05,1.0423098030032488e-05,2021-10-18
10984.0,31.69155134741442,3481.0,0.34942808819124577,-6.998562031463092e-06,-9.897576568071785e-06,2021-10-19
9035.0,36.76812396236856,3322.0,0.35352478228222406,2.4709551475079734e-05,-1.029387058029966e-05,2021-10-20
9773.0,36.51898086565026,3569.0,0.3492229440013225,-7.611540438379284e-06,-1.0764469036755379e-05,2021-10-21
10687.0,32.60971273509872,3485.0,0.3648979641064812,-6.802155030238023e-06,-9.619811889513544e-06,2021-10-22
8535.0,37.258347978910365,3180.0,0.3627488607814212,-6.9865453526411744e-06,-9.880582220062386e-06,2021-10-23
9004.0,39.28254109284762,3537.0,0.36519383747858464,-7.515136002476873e-06,-1.0628130988810994e-05,2021-10-24
10418.0,27.577270109425996,2873.0,0.3354475144651082,-6.17820067868209e-06,-8.737396910335871e-06,2021-10-25
7041.0,40.63343275102969,2861.0,0.3372997864975435,2.3841374401122444e-05,-1.052561985874969e-05,2021-10-26
10218.0,35.0362106087297,3580.0,0.3428752969731597,2.30105401272428e-05,1.0893398388887276e-05,2021-10-27
10669.0,34.35186053050895,3665.0,0.357440681493962,-7.308882421578557e-06,-1.033644098162318e-05,2021-10-28
9854.0,37.182869900548,3664.0,0.37397774279403534,-7.266854653627423e-06,1.2379548872936394e-05,2021-10-29
9741.0,32.53259418950826,3169.0,0.353159674794651,-6.6941043377479775e-06,1.5128053539035643e-05,2021-10-30
8266.0,44.03580933946286,3640.0,0.36394964805095414,-8.09944411726483e-06,8.873075619074626e-06,2021-10-31
12101.0,38.02165110321461,4601.0,0.3854912744953566,-7.988582528971468e-06,9.311955105662896e-06,2021-11-01
11772.0,37.351342167855925,4397.0,0.3758497062762266,-7.938889665436318e-06,-1.122741614282029e-05,2021-11-02
11626.0,35.42921039050404,4119.0,0.36568115495460013,-7.691600526818661e-06,1.0527719429793072e-05,2021-11-03
10913.0,37.42325666636122,4084.0,0.37395693718727324,-7.697236933885585e-06,-1.0885663593868982e-05,2021-11-04
10929.0,39.18016286942996,4282.0,0.3893496161654742,-7.745680699745115e-06,-1.0954174222145729e-05,2021-11-05
11067.0,38.80907201590313,4295.0,0.3864687050139382,2.21564469739979e-05,-1.10001037561531e-05,2021-11-06
11160.0,36.87275985663083,4115.0,0.3869799370687321,-7.411263815873013e-06,1.173385606624543e-05,2021-11-07
10132.0,41.31464666403474,4186.0,0.3767513650425751,-8.127173361161437e-06,-1.1493692598818859e-05,2021-11-08
12184.0,37.11424819435325,4522.0,0.3742092773861413,-8.060530170757867e-06,9.026244532045826e-06,2021-11-09
11985.0,38.748435544430535,4644.0,0.38114315340615573,-8.194597694478125e-06,-1.1589046115513098e-05,2021-11-10
12387.0,41.083393880681356,5089.0,0.4118642854252539,-8.174064032604138e-06,-1.156000679433661e-05,2021-11-11
12325.0,41.44421906693712,5108.0,0.4214400768031079,2.0927509343255694e-05,-1.136801284865786e-05,2021-11-12
11919.0,41.88270828089605,4992.0,0.4213250163646285,-7.990618090381592e-06,-1.130057203460259e-05,2021-11-13
11778.0,43.66615724231618,5143.0,0.4271895908918465,-8.167761125011165e-06,-1.1551093033164277e-05,2021-11-14
12306.0,41.60572078660816,5120.0,0.40887529911415793,1.9703566898744772e-05,8.055718846626865e-06,2021-11-15
12742.0,39.648406843509655,5052.0,0.40083132726123105,2.0101034431500358e-05,-1.162640903191376e-05,2021-11-16
12467.0,38.894681960375394,4849.0,0.3910523374755037,-8.176716434901287e-06,-1.1563757901307634e-05,2021-11-17
12333.0,38.07670477580476,4696.0,0.3876145399623746,-8.0322334161357e-06,-1.135942567784748e-05,2021-11-18
11901.0,40.643643391311656,4837.0,0.4044347008482286,-8.071955417640234e-06,-1.1415601725088627e-05,2021-11-19
12019.0,41.04334803228222,4933.0,0.41512109482933757,-7.980774733828926e-06,-1.1286651264204051e-05,2021-11-20
11749.0,40.692824921269896,4781.0,0.39720736836957665,-8.176053414996866e-06,-1.1562820238650627e-05,2021-11-21
12331.0,38.674884437596305,4769.0,0.3891849843992554,-8.124838404425948e-06,-1.1490390432892912e-05,2021-11-22
12177.0,36.17475568695081,4405.0,0.36693533427629693,-8.009930123364524e-06,-1.1327883691520214e-05,2021-11-23
11835.0,35.437262357414454,4194.0,0.36216636422131476,-7.837521434017315e-06,-1.1084058146211837e-05,2021-11-24
11331.0,38.83152413732239,4400.0,0.3705709921309007,-8.212770068023413e-06,8.432311864301148e-06,2021-11-25
12442.0,38.474521781064134,4787.0,0.3951885068171102,-7.995704726682916e-06,9.283524574342934e-06,2021-11-26
11793.0,37.276350377342496,4396.0,0.3918876398964449,-7.6054841379722395e-06,-1.0755904034870026e-05,2021-11-27
10670.0,39.765698219306465,4243.0,0.38143116145751715,-7.928982090699433e-06,-1.1213404553137366e-05,2021-11-28
11597.0,38.277140639820644,4439.0,0.37352727241932365,-8.125172010756217e-06,-1.1490862228982216e-05,2021-11-29
12178.0,35.68730497618657,4346.0,0.35691519180558473,-8.124171150667878e-06,-1.1489446782592945e-05,2021-11-30
